+-------------+--------------+-------------------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                         | Release Date   |
| Williams    | Henry        | Magic Inviting Secluded Meadowbrook Springs                                   | 2020-01-17     |
| Collins     | Caleb        | Legacy from Crestview Heights                                                 | 1909-07-18     |
| Gonzales    | Jackson      | Chronicles Modern Contemporary Redwood Ridge                                  | 2012-05-22     |
| Kim         | Ethan        | Elijah Turner's Majestic Sprawling Charming Laurelwood Glen                   | 1994-01-09     |
| Taylor      | Ella         | Enchanted Scenic Urban Springvale Meadows                                     | 1966-07-20     |
| Johnson     | Mason        | Legacy from Whispering Pines                                                  | 1941-05-22     |
| King        | Lily         | Elijah Turner's Pinehurst Park                                                | 1972-07-08     |
| Castillo    | Isabella     | City of Picturesque Peaceful Cosmopolitan Crestwood Hills                     | 1964-10-03     |
| Bennet      | Andrew       | Quest for Ancient Artistic Remote Golden Valley Meadows                       | 2010-10-21     |
| Turner      | Elijah       | In the Shadow of Mia Sullivan                                                 | 1927-12-20     |
| Cox         | Alexander    | Voyage to Sophia Parker                                                       | 1943-08-21     |
| Wright      | William      | Ethan Wells's Autumnwood Grove                                                | 1954-04-20     |
| Jackson     | Ella         | Beyond the Surreal Urban Brookside Haven                                      | 1954-02-06     |
| Alvarez     | Sophia       | Whispering Henry Crawford                                                     | 2001-02-07     |
| Nelson      | Emma         | Curse of Lily Anderson                                                        | 1986-08-07     |
| Cox         | Samuel       | Dreams of Ava Harrison                                                        | 1938-03-24     |
| Ward        | Elijah       | Lost in Time Silverlake Springs                                               | 1946-02-12     |
| Ortiz       | Emily        | Secrets in the Sunflower Valley                                               | 1913-05-02     |
| Cox         | Benjamin     | Olivia Bennett's Serene Pinehurst Park                                        | 1930-04-24     |
| Hughes      | Ethan        | Ethan Wells's Millstone Meadows                                               | 1975-11-10     |
| Rodriguez   | Charlotte    | Starlight Stonegate Terrace                                                   | 1982-10-17     |
| Young       | Charlotte    | Hidden Mia Sullivan                                                           | 1920-06-07     |
| Foster      | Ella         | Grace Mitchell's Coastal Serene Pinecrest Pines                               | 1904-06-22     |
| Brown       | Lily         | Dragon's William Carter                                                       | 1963-06-08     |
| Lee         | Elizabeth    | City of Lakeside Terrace                                                      | 1965-01-16     |
| Chavez      | Ava          | Henry Crawford's Remote Enigmatic Sprawling Pinecrest Pines                   | 1933-08-07     |
| Edwards     | William      | Hidden Mia Sullivan                                                           | 1936-09-21     |
| Hall        | Mia          | Underneath Crestwood Hills                                                    | 1931-10-11     |
| Gutierrez   | Harper       | Legacy from Rivertown Crossing                                                | 1914-11-03     |
| Jones       | Abigail      | Charlotte Taylor's Charming Tranquil Enigmatic Meadowbrook Springs            | 1966-11-24     |
| Cruz        | Elizabeth    | City of Ethan Wells                                                           | 1905-08-05     |
| Lopez       | Noah         | Songs from Olivia Bennett                                                     | 1983-08-09     |
| Young       | Mia          | Gates of Pinecrest Pines                                                      | 1978-11-13     |
| Watson      | Aiden        | Dragon's Lakeside Terrace                                                     | 2017-04-15     |
| Phillips    | Benjamin     | Guardians of Emily Hayes                                                      | 1975-06-13     |
| Walker      | Daniel       | Lost in Time Hidden Inviting Timeless Golden Valley Meadows                   | 1942-10-08     |
| Brooks      | Samuel       | Secrets in the Daniel Brooks                                                  | 1912-12-15     |
| Ramirez     | Sophia       | Enigma Historical Breathtaking Urban Meadowview Heights                       | 1921-12-20     |
| Watson      | Andrew       | Elijah Turner's Scenic Peaceful Brookside Haven                               | 1956-02-02     |
